PWS ID (Links to Records),Name,Reports/Notices,County,Status,Federal Type,State Source Type,Water Hauler,Population,Service Connections,Dist Operator,Treatment Operator,Admin Contact,Emails,Phone Numbers
CO0103010,BYERS WSD,Reports,ARAPAHOE,A,Community,Groundwater,No,1000,528,CRAIG WHITE,CRAIG WHITE,CRAIG WHITE,BH2OS@NETECIN.NET; CRAIGWHITE400@GMAIL.COM;,(BUS) 720-618-8735; (BUS) 303-822-5384;
CO0121075,CALHAN TOWN OF,Reports,EL PASO,A,Community,Groundwater,No,780,350,BRUCE COULSON,MARK T FOXWORTHY,CINDY TOMPKINS,TOWNCLERK@CALHAN.CO;,(BUS) 719-347-2586;
CO0238002,CALICHE SCHOOL,Reports,LOGAN,A,"Non-Transient, Non-Community",Groundwater,No,350,4,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0123617,CALLICOTTE RANCH,Reports,GARFIELD,A,Community,Groundwater,No,33,17,ANTHONY ZANCANELLA,ANTHONY ZANCANELLA,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0121080,CAMELOT PROPERTY OWNERS ASSOC,Reports,EL PASO,A,Community,Groundwater,No,60,25,ELLEN ELLSON,ELLEN ELLSON,ELLEN ELLSON,ELLSON.ELLEN@GMAIL.COM;,(BUS) 719-352-5257;
CO0105100,CAMPO TOWN OF,Reports,BACA,A,Community,Groundwater,No,150,70,ROBERT LENNING,ROBERT LENNING,ROBERT LENNING,RKLENNING@YAHOO.COM;,(BUS) 719-787-2416;
CO0139166,CANDLEWOOD PARK,Reports,MESA,A,Community,Purchased Surface Water,No,800,431,BENNY ARCHULETA,BENNY ARCHULETA,JESSICA ROSS,JROSS@INSPIRECOM.COM;,(BUS) 970-434-6621;
CO0122100,CANON CITY CITY OF,Reports,FREMONT,A,Community,Surface Water,No,34800,8200,COLE MOCK,TRAVIS PAYNE,TRAVIS PAYNE,trpayne@canoncity.org;,(BUS) 719-269-9019;
CO0123155,CANYON CREEK ESTATES,Reports,GARFIELD,A,Community,Groundwater,No,140,65,ALAN D LESLIE,ALAN D LESLIE,KENT JOLLEY,KENT.JOLLEY@SOPRIS.NET;,(BUS) 970-379-6669;
CO0111200,CAPULIN WD,Reports,CONEJOS,A,Community,Groundwater,No,250,80,SKOTTY D MORRIS,SKOTTY D MORRIS,AUDRA MORRIS,capulinwater@outlook.com;,(BUS) 719-580-2703;
CO0123167,CARBONDALE TOWN OF,Reports,GARFIELD,A,Community,Surface Water,No,6700,1960,RICHARD WEINHEIMER,RICHARD WEINHEIMER,MARK O'MEARA,momeara@carbondaleco.net;,(BUS) 970-963-3140;
CO0262170,CARDINAL COMMUNITY ACADEMY,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,120,1,R WAYNE RAMEY,R WAYNE RAMEY,APRIL DOWDY,APRILDOWDY@RE3J.COM;,(BUS) 303-732-9312;
CO0135476,CARTER LAKE FILTER PLANT,Reports,LARIMER,A,Community,Surface Water,No,0,10730,null,DARREL LARSON,RICHARD H WHITTET II,RICK@CLFPWATER.ORG;,(BUS) 970-532-3624;
CO0108375,CASA DEL RIO SUBD,Reports,CHAFFEE,A,Community,Groundwater,No,73,43,MAX SNYDER,MAX SNYDER,CHARLIE ASHER,CHARLES.ASHER27@GMAIL.COM;,(BUS) 303-324-6579;
CO0118006,CASTLE PINES NORTH MD,Reports,DOUGLAS,A,Community,Groundwater,No,9800,3268,NATHAN J TRAVIS,R WAYNE RAMEY,JIM WORLEY,JWORLEY@CPNMD.ORG;,(BUS) 303-688-8550;
CO0118005,CASTLE PINES VILLAGE MD,Reports,DOUGLAS,A,Community,Groundwater,No,5074,1830,MATT PADGETT,MATT PADGETT,JASON K LETELLIER,JLETELLIER@CASTLEPINESMETRO.COM;,(BUS) 303-688-8330;
CO0118010,CASTLE ROCK TOWN OF,Reports,DOUGLAS,A,Community,Surface Water,No,95793,24085,JOHN T CHRESTENSEN,TIM E LAMBERT,SHAWN GRIFFITH,SGRIFFITH@CRGOV.COM;,(BUS) 720-733-6014;
CO0218039,CASTLETON CENTER,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,500,15,WILL S PARKER,WILL S PARKER,WILL S PARKER,WILLSEMOCOR@HOTMAIL.COM;,(BUS) 303-681-2253;
CO0154466,CATAMOUNT MD LAKE PROPERTY,Reports,ROUTT,A,Community,Groundwater UDI Surface Water,No,215,53,JOEL A ANDERSON,JOEL A ANDERSON,JOEL A ANDERSON,JOEL@CATAMOUNTMETRO.ORG;,(BUS) 970-871-6989;
CO0154467,CATAMOUNT MD RANCH PROPERTY,Reports,ROUTT,A,"Non-Transient, Non-Community",Groundwater,No,127,4,JOEL A ANDERSON,JOEL A ANDERSON,JOEL A ANDERSON,JOEL@CATAMOUNTMETRO.ORG;,(BUS) 970-871-6989;
CO0115168,CATHEDRAL WC,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,100,72,WILLIAM L HABENICHT,WILLIAM L HABENICHT,ED BLISS,mendicantridgelk@hotmail.com;,(BUS) 970-921-5641;
CO0123166,CATTLE CREEK WUA,Reports,GARFIELD,A,Community,Groundwater UDI Surface Water,No,47,16,ALAN D LESLIE,ALAN D LESLIE,DON WAECHTLER,BFWAECHTLER1@GMAIL.COM;,(BUS) 970-945-2270;
CO0101166,CAVANAUGH HILLS WS,Reports,ADAMS,A,Community,Groundwater,No,286,102,PETER O'BRIEN JR,PETER O'BRIEN JR,DARYL BROWN,admin@darylbrown.net;,(BUS) 303-659-9488;
CO0123333,"CAVERN SPRINGS MHC, LLC",Reports,GARFIELD,A,Community,Groundwater,No,300,96,ALAN D LESLIE,ALAN D LESLIE,TRACEY DE CANTO,tdecanto@horizonlandco.com;,(BUS) 970-468-6978;
CO0210009,CDOT EISENHOWER JOHNSON TUNNEL,Reports,CLEAR CREEK,A,"Non-Transient, Non-Community",Surface Water,No,50,1,JOHN VOLK,JOHN VOLK,NEAL RETZER,neal.retzer@state.co.us;,(BUS) 303-249-0741; (BUS) 303-512-5734;
CO0115171,CEDAREDGE TOWN OF,Reports,DELTA,A,Community,Surface Water,No,2054,1200,JAKE URICH,WILLIAM GARRETT REED,JERRY M YOUNG,JYOUNG@CEDAREDGECOLORADO.COM;,(BUS) 970-856-5012;
CO0262171,CEESI,Reports,WELD,A,"Non-Transient, Non-Community",Groundwater,No,30,1,null,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0211025,CENTAURI HS CENTAURI MS,Reports,CONEJOS,A,"Non-Transient, Non-Community",Groundwater,No,700,2,RICHARD RUYBAL,RICHARD RUYBAL,CURT WILSON,CWILSON@NORTHCONEJOS.COM;,(BUS) 719-274-5178;
CO0118015,CENTENNIAL WSD,Reports,DOUGLAS,A,Community,Surface Water,No,96553,36361,RICK NEFF,JOHN DROULLARD,NICK MARUSIN,nmarusin@cwsdhrmd.org;,(BUS) 303-791-2185;
CO0155500,CENTER TOWN OF,Reports,SAGUACHE,A,Community,Groundwater,No,2400,869,MICHAEL E POTTS,MICHAEL E POTTS,DAVID MEHAFFIE,DAVID@CENTERCO.GOV;,(BUS) 719-754-3497;
CO0124171,CENTRAL CITY CITY OF,Reports,GILPIN,A,Community,Surface Water,No,3750,130,JACK BEARD,JACK BEARD,JACK BEARD,JBEARD@CITYOFCENTRAL.CO;,(BUS) 303-419-7497;
CO0162122,CENTRAL WELD CNTY WD,Reports,WELD,A,Community,Purchased Surface Water,No,7662,2463,DARIN NAIBAUER,STEVE MADDOX,STAN LINKER,STAN@cwcwd.com;,(BUS) 970-352-1284;
CO0126175,CHAIR MTN RANCH HOA FILING 1,Reports,GUNNISON,A,Community,Groundwater,No,37,15,ALAN D LESLIE,ALAN D LESLIE,DAN SMITH,dansmith.colorado@gmail.com;,(BUS) 970-963-7147;
CO0208200,CHATEAU CHAPARREL CG,Reports,CHAFFEE,A,Community,Groundwater,No,240,307,DEREK D DIETRICH,DEREK D DIETRICH,LAURIE BECHART,CCOASSN@GMAIL.COM;,(BUS) 719-395-8282;
CO0118175,CHATFIELD SOUTH WD,Reports,DOUGLAS,A,Community,Purchased Surface Water,No,312,129,WILL S PARKER,WILL S PARKER,KURT SCHLEGEL,KURT@SPECIALDISTRICTSOLUTIONS.COM;,(BUS) 303-662-1999;
CO0145090,CHERAW TOWN OF,Reports,OTERO,A,Community,Groundwater,No,254,131,DOUG SNYDER,DOUG SNYDER,DOUG SNYDER,townofcherawco@gmail.com;,(BUS) 719-853-6013;
CO0121125,CHEROKEE MD,Reports,EL PASO,A,Community,Groundwater,No,23000,7700,NICHOLAS GRIFFIN,NICHOLAS GRIFFIN,BRIAN BEAUDETTE,BBEAUDETTE@CHEROKEEMETRO.ORG;,(BUS) 719-597-5080;
CO0116175,CHERRY CREEK VALLEY WSD,Reports,DENVER,A,Community,Purchased Surface Water,No,20000,2245,JOHN ENGEL,null,JOHN WARFORD,CREEK@CCVWATER.NET;,(BUS) 303-755-4474;
CO0103176,CHERRY CREEK VILLAGE WD,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,9215,476,GERARD WHELAN,null,CATHY NOON,CNOON@CRSOFCOLORADO.COM;,(BUS) 303-381-4960;
CO0218003,CHERRY VALLEY ELEM SCHOOL,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,60,1,TERRY L ANDERSON,TERRY L ANDERSON,TERRY L ANDERSON,tanderson@dcsdk12.org;,(BUS) 303-241-4281;
CO0121176,CHEYENNE MOUNTAIN ESTATES MHP,Reports,EL PASO,A,Community,Purchased Surface Water,No,472,220,PAUL MICHAEL TZAREFF,null,DAVID EISENSTEIN,DGE@BEK-LAW.COM;,(BUS) 303-443-4434;
CO0221205,CHEYENNE MOUNTAIN SPACE FORCE STATION,Reports,EL PASO,A,"Non-Transient, Non-Community",Groundwater,No,675,15,COLBY JACKSON,COLBY JACKSON,JEFFREY SCOTT HAMILTON,JEFFREY.HAMILTON.9@US.AF.MIL;,(BUS) 719-474-3658;
CO0109006,CHEYENNE WELLS TOWN OF,Reports,CHEYENNE,A,Community,Groundwater,No,840,660,RICHARD L HOPP,RICHARD L HOPP,CINDY HOFFMAN,CHTCW@REBELTEC.NET; JRTCW@REBELTEC.NET;,(BUS) 719-767-5865;
CO0136175,CHICOSA WATER USERS ASSOCIATION,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,40,16,CARLOS J WREN,null,KAREN FLOYD,null,(BUS) 719-846-4600;
CO0208174,CHILDRENS DISCOVERY RANCH,Reports,CHAFFEE,A,"Non-Transient, Non-Community",Groundwater,No,90,1,GWEN LAWRENCE,GWEN LAWRENCE,KATHI WARDLOW,kewardlow@hotmail.com;,(BUS) 719-207-3778;
CO0143176,CHIPETA WD,Reports,MONTROSE,A,Community,Purchased Surface Water,No,3461,1573,MATTHEW COLLIER,null,MATTHEW COLLIER,chipetawater@yahoo.com;,(BUS) 970-249-8871;
CO0225177,CHURCH OF ETERNAL HILLS,Reports,GRAND,A,"Non-Transient, Non-Community",Groundwater,No,245,1,JARED VEENSTRA,JARED VEENSTRA,JILL MILES,JMILES@ETERNALHILLS.ORG;,(BUS) 970-887-3603;
CO0143177,CIMARRON CREEK,Reports,MONTROSE,A,Community,Purchased Surface Water,No,462,185,BENNY ARCHULETA,BENNY ARCHULETA,ROBYN COX,ROBYN@LEADERSHIPCIRCLELLC.COM;,(BUS) 970-209-4581;
CO0201291,CITY OF AURORA AT FRONT RANGE AIRPORT,Reports,ADAMS,A,"Non-Transient, Non-Community",Groundwater,No,0,1,null,JEREMIE TORGRIMSON,ORTILANO BOBBY OLIGO,BOLIGO@AURORAGOV.ORG;,(BUS) 303-739-6740;
CO0120003,CLEARWATER MD,Reports,ELBERT,A,Community,Groundwater,No,200,74,WILL S PARKER,WILL S PARKER,ALAN LUKE,able2dvm@gmail.com;,null
CO0139180,CLIFTON WD,Reports,MESA,A,Community,Surface Water,No,34500,11744,J TYLER LEHMANN,JACOB LENIHAN,DALE TOOKER,dtooker@cliftonwaterdistrict.org;,(BUS) 970-434-7328;
CO0233300,CLIMAX CLIMAX MINE,Reports,LAKE,A,"Non-Transient, Non-Community",Surface Water,No,500,1,KIMBERLY KELLERBY,KIMBERLY KELLERBY,DIANA KELTS,DKELTS@FMI.COM;,(BUS) 719-486-7525;
CO0210001,CLIMAX HENDERSON MINE,Reports,CLEAR CREEK,A,"Non-Transient, Non-Community",Surface Water,No,300,150,KIMBERLY KELLERBY,KIMBERLY KELLERBY,MIGUEL HAMARAT,MHAMARAT@FMI.COM;,(BUS) 720-942-3255;
CO0225116,CLIMAX MOLYBDENUM CO HENDERSON MILL,Reports,GRAND,A,"Non-Transient, Non-Community",Surface Water,No,165,160,KIMBERLY KELLERBY,KIMBERLY KELLERBY,MIGUEL HAMARAT,MHAMARAT@FMI.COM;,(BUS) 720-942-3255;
CO0218099,CLOCK TOWER CENTER,Reports,DOUGLAS,A,"Non-Transient, Non-Community",Groundwater,No,560,26,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0230013,COAL CREEK ELEMENTARY,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,150,1,RAY COSBY,RAY COSBY,RAY COSBY,RAY.COSBY@JEFFCO.K12.CO.US;,(BUS) 303-789-1549;
CO0122250,COAL CREEK TOWN OF,Reports,FREMONT,A,Community,Purchased Surface Water,No,350,164,WILL LACKEY,WILL LACKEY,DIANA TAYLOR,coalcreektown@gmail.com;,(BUS) 719-784-6150;
CO0115185,COALBY DOMESTIC WC,Reports,DELTA,A,Community,Groundwater UDI Surface Water,No,239,128,TRAVIS LOBERG,TRAVIS LOBERG,SHAWNA GORE,COALBYWATER@GMAIL.COM;,(BUS) 970-856-4944;
CO0136185,COKEDALE TOWN OF,Reports,LAS ANIMAS,A,Community,Purchased Surface Water,No,120,84,ANTHONY COCA,null,KATHY KUMM,townofcokedale@gmail.com;,(BUS) 719-846-7428;
CO0139185,COLLBRAN TOWN OF,Reports,MESA,A,Community,Groundwater UDI Surface Water,No,661,220,KIRK MORGAN,KIRK MORGAN,MELONIE MATAROZZO,TOWNMANAGER@TOWNOFCOLLBRAN.US;,(BUS) 970-487-3751;
CO0201288,COLORADO AIR AND SPACE PORT,Reports,ADAMS,A,"Non-Transient, Non-Community",Purchased Groundwater,No,140,38,RONALD TORRES JR,null,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0121140,COLORADO CENTRE MD,Reports,EL PASO,A,Community,Groundwater,No,3675,1131,PEDRO VELAZQUEZ,PEDRO VELAZQUEZ,PEDRO VELAZQUEZ,pedro.velazquez@coloradocentre.org;,(BUS) 719-390-7000;
CO0151200,COLORADO CITY MD,Reports,PUEBLO,A,Community,Surface Water,No,2175,1109,GARY GOLLADAY,GARY GOLLADAY,JAMES ECCHER,COLORADOCITYMANAGER@GHVALLEY.NET;,(BUS) 719-569-5816;
CO0123170,COLORADO MTN COLLEGE SVC,Reports,GARFIELD,A,Community,Groundwater,No,715,10,ALAN D LESLIE,ALAN D LESLIE,SHARI NEUROTH,RFINVOICES@COLORADOMTN.EDU;,null
CO0121150,COLORADO SPRINGS UTILITIES,Reports,EL PASO,A,Community,Surface Water,No,464111,151608,MIKE COBB,CHAD C SELL,RENEE SCHROEDER,RSCHROEDER@CSU.ORG;,(BUS) 719-668-4587;
CO0241186,COLOWYO COAL COMPANY,Reports,MOFFAT,A,"Non-Transient, Non-Community",Groundwater,No,500,6,NATHAN BROWNING,NATHAN BROWNING,ANDY BERGER,ABERGER@TRISTATEGT.ORG;,(BUS) 303-452-6111;
CO0125155,COLUMBINE LAKE WSD,Reports,GRAND,A,Community,Groundwater,No,428,463,MIKE GIBBONI,MIKE GIBBONI,MIKE GIBBONI,SHOP@THREELAKESWS.COM;,(BUS) 970-627-3544;
CO0103183,COLUMBINE LAKES HOA,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,843,281,GERARD WHELAN,null,BRIANNA ATHERTON,athertonhoa@gmail.com;,(BUS) 303-697-9840;
CO0249133,COMPASS ASPEN COMMUNITY SCHOOL,Reports,PITKIN,A,"Non-Transient, Non-Community",Groundwater,No,181,4,WALLACE E CANTERBURY,WALLACE E CANTERBURY,NATALIE ZANCANELLA,NATALIE@ZA-ENGINEERING.COM; sonny@za-engineering.com;,(BUS) 970-945-5700;
CO0211185,CONEJOS COUNTY COURTHOUSE,Reports,CONEJOS,A,"Non-Transient, Non-Community",Groundwater,No,84,3,DON A MARTINEZ,DON A MARTINEZ,TRESESSA MARTINEZ,tressesa@co.conejos.co.us;,(BUS) 719-376-5654;
CO0230235,CONIFER DENTAL MEDICAL GROUP,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,100,2,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0230225,CONIFER HIGH SCHOOL,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Surface Water,No,2350,5,RAY COSBY,RAY COSBY,RAY COSBY,RAY.COSBY@JEFFCO.K12.CO.US;,(BUS) 303-789-1549;
CO0130184,CONIFER MD,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,525,10,BRYAN MCCARTY,BRYAN MCCARTY,MICHAEL STAHELI,MSTAHELI@CORDESCO.COM;,(BUS) 303-796-1130;
CO0230019,CONIFER WA,Reports,JEFFERSON,A,"Non-Transient, Non-Community",Groundwater,No,550,23,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0130020,CONSOLIDATED MUTUAL MAPLE GROVE,Reports,JEFFERSON,A,Community,Surface Water,No,24135,6739,CHRISTOPHER JONES,CHRISTOPHER JONES,CHRISTOPHER JONES,CJONES@CMWC.NET;,(BUS) 303-274-7410; (BUS) 303-238-0451;
CO0130145,CONSOLIDATED MUTUAL WATER COMPANY,Reports,JEFFERSON,A,Community,Purchased Surface Water,No,54669,15550,CHRISTOPHER JONES,null,CHRISTOPHER JONES,CJONES@CMWC.NET;,(BUS) 303-274-7410; (BUS) 303-238-0451;
CO0159030,COPPER MOUNTAIN CONSOLIDATED MD,Reports,SUMMIT,A,Community,Groundwater,No,5785,210,EDVINAS PANKEVICIUS,EDVINAS PANKEVICIUS,ROBERT MARTIN,RMARTIN@CMCMDI.COM;,(BUS) 970-968-2537;
CO0142200,CORTEZ CITY OF,Reports,MONTEZUMA,A,Community,Surface Water,No,8700,3636,RANDY HUNT,RANDY HUNT,PHILIP F JOHNSON,PJOHNSON@CITYOFCORTEZ.COM;,(BUS) 970-565-9824;
CO0112300,COSTILLA COUNTY WS,Reports,COSTILLA,A,Community,Groundwater,No,561,396,TOMMY RODRIGUEZ,TOMMY RODRIGUEZ,LYDIA BENTON,SLWS@GOJADE.ORG;,(BUS) 719-672-4100;
CO0222230,COTOPAXI SCHOOL,Reports,FREMONT,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,294,3,DAVID D SCHNEIDER,DAVID D SCHNEIDER,DANIELLE VAN ESSELSTINE,dvanesselstine@cotopaxire3.org;,(BUS) 719-942-4131; (BUS) 719-331-4040;
CO0123185,COTTONWOOD SPRINGS MHP,Reports,GARFIELD,A,Community,Surface Water,No,750,298,TOM TRIPLAT,TOM TRIPLAT,TOM TRIPLAT,COTTONWOODSPRINGSMHP@GMAIL.COM;,(BUS) 970-625-2069;
CO0118020,COTTONWOOD WSD,Reports,DOUGLAS,A,Community,Groundwater,No,10867,4511,KENDRA CHRISTENSEN,KENDRA CHRISTENSEN,KELLY CONOVER,KELLY@MULHERNMRE.COM;,(BUS) 303-649-9857; (BUS) 303-414-0671;
CO0103025,COUNTRY GARDENS MHP,Reports,ARAPAHOE,A,Community,Groundwater,No,115,50,MICHAEL A KORB,MICHAEL A KORB,MEREDITH KORB,KORBCOUNTRYGARDENS@YAHOO.COM;,(BUS) 720-244-6404;
CO0103186,COUNTRY HOMES LAND CO,Reports,ARAPAHOE,A,Community,Purchased Surface Water,No,100,47,LARRY LARSON,null,TIMOTHY J FLYNN,tflynn@cccfirm.com;,(BUS) 303-986-1551;
CO0207192,COUNTRYSIDE MONTESSORI,Reports,BOULDER,A,"Non-Transient, Non-Community",Groundwater UDI Surface Water,No,80,1,PAUL E GRANT II,PAUL E GRANT II,EDWARD A AHLSTRAND,littlerosewind@aol.com;,(BUS) 303-494-3100;
CO0101185,COUNTRYSIDE VILLAGE OF DENVER,Reports,ADAMS,A,Community,Purchased Surface Water,No,1000,335,RON KRUEGER,RON KRUEGER,PAM KRUEGER,info@cc-wt.com;,(BUS) 720-234-3734;
CO0120184,COYOTE HILLS WS,Reports,ELBERT,A,Community,Groundwater,No,84,32,ROY A HACKETT,ROY A HACKETT,DAVID JOHNSON,null,(BUS) 303-805-3710;
CO0130187,CRAGMONT WC,Reports,JEFFERSON,A,Community,Surface Water,No,45,19,NORMAN LEWIS,NORMAN LEWIS,NORMAN LEWIS,NORM@HCH2o.COM;,(BUS) 303-670-7146;
CO0141188,CRAIG CITY OF,Reports,MOFFAT,A,Community,Surface Water,No,9901,2170,MARK SOLLENBERGER,MARK SOLLENBERGER,MARK SOLLENBERGER,msol@ci.craig.co.us;,(BUS) 970-824-6340;
CO0115189,CRAWFORD MESA WA,Reports,DELTA,A,Community,Groundwater,No,486,193,MARICI GARBER,MARICI GARBER,MARICI GARBER,ADMIN@CMWA.US;,(BUS) 970-234-5667;
CO0115188,CRAWFORD TOWN OF,Reports,DELTA,A,Community,Groundwater,No,499,192,BRUCE BAIR,BRUCE BAIR,BRUCE BAIR,crawfordpublicworks@gmail.com;,(BUS) 970-921-4725;
CO0140500,CREEDE CITY OF,Reports,MINERAL,A,Community,Groundwater,No,1965,330,FRED HAND,FRED HAND,LOUIS FINEBERG,LFINEBERG@SILVERTON.CO.US; MANAGER@CREEDETOWNHALL.COM;,(BUS) 970-387-5522; (BUS) 719-658-2276;
CO0140600,CREEDE HAVEN NO 1,Reports,MINERAL,A,Community,Groundwater,No,86,42,RON E CARPENTER,RON E CARPENTER,JOHN PARKER,NAVDEV@ME.COM;,(BUS) 719-850-8443;
CO0101188,CREEKSIDE SOUTH ESTATES METRO DISTRICT,Reports,ADAMS,A,Community,Groundwater,No,160,53,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0208188,CREST ACADEMY,Reports,CHAFFEE,A,"Non-Transient, Non-Community",Groundwater,No,90,1,BRET COLLYER,BRET COLLYER,SEAN CLARK,SCLARK@SALIDASCHOOLS.COM;,(BUS) 719-539-5449;
CO0126189,CRESTED BUTTE SOUTH,Reports,GUNNISON,A,Community,Groundwater,No,1500,553,RONNIE W BENSON,RONNIE W BENSON,RONNIE W BENSON,ronnie@cbsouthmetro.net; RSBENSON02@HOTMAIL.COM;,(BUS) 970-349-5480; (BUS) 970-596-0263;
CO0126188,CRESTED BUTTE TOWN OF,Reports,GUNNISON,A,Community,Surface Water,No,2865,1046,DAVID N JELINEK,DAVID N JELINEK,DAVID N JELINEK,djelinek@crestedbutte-co.gov;,(BUS) 970-349-5338;
CO0155188,CRESTONE WS,Reports,SAGUACHE,A,Community,Groundwater,No,397,38,CHAD TATE,CHAD TATE,GWYNN BUSBY,crestonetreas@fairpoint.net;,(BUS) 719-256-4313;
CO0101040,CRESTVIEW WSD,Reports,ADAMS,A,Community,Purchased Surface Water,No,18000,4491,MITCHELL TERRY,null,MITCHELL TERRY,MITCHTERRY@CRESTVIEWWATER.COM; MANAGER@CRESTVIEWWATER.COM;,(BUS) 303-429-1881;
CO0101187,CRESTWOOD ESTATES,Reports,ADAMS,A,Community,Groundwater,No,100,51,R WAYNE RAMEY,R WAYNE RAMEY,TAMMY OSBORNE,TOSBORNE@HOAMCO.COM;,(BUS) 928-713-7811;
CO0160100,CRIPPLE CREEK CITY OF,Reports,TELLER,A,Community,Surface Water,No,2817,807,JOSEPH M GROVES,JOSEPH M GROVES,JOSEPH M GROVES,MICKEYGROVES@CRIPPLE-CREEK.CO.US;,(BUS) 719-689-0499;
CO0138005,CROOK TOWN OF,Reports,LOGAN,A,Community,Groundwater,No,182,106,LYDIA KISER,LYDIA KISER,BECKY MURPHY,MAYOROFCROOK@GMAIL.COM;,(BUS) 970-866-2222;
CO0152188,CROSS L ESTATES,Reports,RIO BLANCO,A,Community,Groundwater,No,50,100,RICHARD L HOPP,RICHARD L HOPP,CLAYTON SHONK,TIGERSHONK@GMAIL.COM;,(BUS) 970-903-4191;
CO0113100,CROWLEY COUNTY WA,Reports,CROWLEY,A,Community,Groundwater,No,530,374,LEONARD H TALKINGTON,LEONARD H TALKINGTON,LEONARD H TALKINGTON,waterdoglen@outlook.com; CCWAINC@outlook.com;,(BUS) 719-267-3384; (BUS) 719-224-1003;
CO0113200,CROWLEY COUNTY WS,Reports,CROWLEY,A,Community,Groundwater,No,0,8,null,LEONARD H TALKINGTON,KEITH BENBOW,BENBOWKA@ICLOUD.COM;,(BUS) 719-468-8872;
CO0104393,CROWLEY RANCH RESERVE,Reports,ARCHULETA,A,Community,Groundwater UDI Surface Water,No,43,13,DENNIS MARTINEZ,DENNIS MARTINEZ,DANIEL FROMME,DFROMME@ATT.NET;,(BUS) 970-264-1008;
CO0113300,CROWLEY TOWN OF,Reports,CROWLEY,A,Community,Purchased Groundwater,No,188,103,LEONARD H TALKINGTON,LEONARD H TALKINGTON,LEONARD H TALKINGTON,waterdoglen@outlook.com; CCWAINC@outlook.com;,(BUS) 719-267-3384; (BUS) 719-224-1003;
CO0235189,CRYSTAL LAKES 11TH FILING,Reports,LARIMER,A,"Non-Transient, Non-Community",Groundwater,No,87,22,DAVID LEWIS,DAVID LEWIS,SUSAN RAU,manager@clwater.org;,(BUS) 970-881-2861;
CO0149188,CRYSTAL RIVER COUNTRY ESTATES WATER CO,Reports,PITKIN,A,Community,Groundwater,No,40,21,ALAN D LESLIE,ALAN D LESLIE,JASON ORF,JASON@COLORADOPOOLSCAPES.COM;,(BUS) 970-404-5082;
CO0123188,CRYSTAL VALLEY,Reports,GARFIELD,A,Community,Groundwater,No,100,40,ALAN D LESLIE,ALAN D LESLIE,FIL MERAZ,FILMERAZ@LIVE.COM;,(BUS) 970-379-7852;
CO0219170,CSLB 41149 US 6,Reports,EAGLE,A,"Non-Transient, Non-Community",Groundwater,No,76,1,RONALD TORRES JR,RONALD TORRES JR,THERESA HERYLA,THERESA@AWWS.ORG;,(BUS) 970-494-1610;
CO0235182,CSU FOOTHILLS CAMPUS,Reports,LARIMER,A,"Non-Transient, Non-Community",Purchased Surface Water,No,4483,57,CAROL DOLLARD,null,SUSANNE CORDERY,SUSANNE.CORDERY@COLOSTATE.EDU;,(BUS) 970-491-0117;
CO0235184,CSU MAIN AND WEST HOUSING CAMPUS,Reports,LARIMER,A,Community,Purchased Surface Water,No,27375,163,CAROL DOLLARD,null,SUSANNE CORDERY,SUSANNE.CORDERY@COLOSTATE.EDU;,(BUS) 970-491-0117;
CO0235181,CSU SOUTH CAMPUS,Reports,LARIMER,A,"Non-Transient, Non-Community",Purchased Surface Water,No,5164,13,CAROL DOLLARD,null,SUSANNE CORDERY,SUSANNE.CORDERY@COLOSTATE.EDU;,(BUS) 970-491-0117;
CO0128100,CUCHARAS SANITATION AND WATER DISTRICT,Reports,HUERFANO,A,Community,Surface Water,No,300,502,SHANNON SHROUT,SHANNON SHROUT,SHANNON SHROUT,SSHROUT@CUCHARA.ORG;,(BUS) 719-742-3108; (BUS) 719-890-8111;
